galaxy,Mgas,err_Mgas,Mdust,err_Mdust,Z,err_Z
NGC4037,226193797.96900493,2698136.5822463683,2832000.0,582200.0,0.5457578610921104,0.08293915841214052
NGC4038,5279235866.903851,nan,nan,nan,nan,nan
NGC4039,18652571941.344906,nan,nan,nan,nan,nan
NGC4045,9369823853.047535,1240491521.6701744,23390000.0,2799000.0,nan,nan
NGC4051,1959571299.6918714,278368638.0946657,7865000.0,2596000.0,0.5902010801727652,0.03805166985410691
NGC4067,2870987214.117817,447029755.87698007,10560000.0,1878000.0,nan,nan
NGC4100,5959520612.685984,617851972.6041229,19880000.0,2030000.0,0.5754399373380511,0.08479996298422188
NGC4102,2678642027.232748,nan,11550000.0,1429000.0,nan,nan
NGC4111,509624995.26790607,69825919.5970344,539400.0,266200.0,nan,nan
NGC4116,6727597487.407686,8610002791.204298,10700000.0,2625000.0,0.4436086439320823,0.03575063277245892
NGC4117,267679045.90366262,48268144.42578549,709100.0,233500.0,nan,nan
NGC4119,nan,nan,903800.0,403400.0,nan,nan
NGC4123,6080554511.223123,230286656.8291489,14690000.0,2711000.0,0.7194489780048725,0.10933510446701163
NGC4125,nan,nan,nan,nan,nan,nan
NGC4138,826452999.4219999,86971816.71267866,3600000.0,1461000.0,0.5902010801727652,0.043487622690407894
NGC4144,550702151.4140055,43403320.7220197,943200.0,143000.0,0.242102904673924,0.032332827277829476
NGC4151,180341532.3533199,17732895.649834126,347400.0,89550.0,nan,nan
NGC4152,8622818557.581291,453655944.9381323,17020000.0,2691000.0,0.6180164001393896,0.04411409585580686
NGC4165,820986752.8510524,68415562.73758796,9370000.0,2830000.0,0.5011872336280279,0.07731975894772981
NGC4168,nan,nan,nan,nan,nan,nan
NGC4178,10660386157.360954,684287490.2976965,28400000.0,3424000.0,0.39174187710834224,0.027962589202476545
NGC4179,nan,nan,441600.0,1070000.0,nan,nan
NGC4180,913270427.2767388,31791058.14159551,11760000.0,1493000.0,0.6353309318527506,0.038035491852866254
NGC4183,2788053974.8912873,419848127.9836305,7534000.0,1127000.0,0.38106582339431344,0.058788244454634465
NGC4189,2034093710.8881512,202365636.5173237,11770000.0,1478000.0,0.5584701947376919,0.030862203486838095
NGC4191,3585796808.4864616,52802899.31388213,2623000.0,1700000.0,0.5649369748131768,0.03902446370059224
NGC4192,4521601753.356892,492027802.61318946,19250000.0,2255000.0,0.9467699168892262,nan
NGC4193,2565610835.035791,36651584.20288816,22290000.0,2531000.0,0.6251726927766745,0.09500787931370987
NGC4194,4927352997.761507,nan,9358000.0,1440000.0,0.5223961889999146,0.07337456232313774
NGC4197,3793268557.1649976,17704870.979959432,10390000.0,1471000.0,0.42953642676551357,0.046485076138920056
NGC4200,nan,nan,nan,nan,nan,nan
NGC4203,1159214815.0163276,6369311.983554187,3057000.0,591300.0,nan,nan
NGC4206,3939762989.661432,810039614.6428558,11310000.0,1454000.0,0.7106686538206829,nan
NGC4207,690054466.9170964,91621779.79332277,2658000.0,345700.0,0.48417236758482474,0.07469482109473614
NGC4212,2288751437.4428396,707026052.5595326,10150000.0,1075000.0,0.5915616341763986,0.03269090401061346
NGC4214,425377593.5465854,21080904.407139786,755800.0,181700.0,0.20734886515532103,0.021007289862065504
NGC4215,nan,nan,nan,nan,nan,nan
NGC4216,1754246525.2797155,556043850.6474386,18070000.0,1456000.0,0.6998419960034081,0.03545180644387919
NGC4217,1241933448.912971,209143195.82969958,32220000.0,2841000.0,0.6011737374842197,0.04152761058693673
NGC4222,1723014330.705995,9223845.44021399,7697000.0,1333000.0,0.4296961475253713,nan
NGC4224,2563276947.6552987,94644069.79796703,21890000.0,5423000.0,nan,nan
NGC4233,nan,nan,140700.0,221700.0,nan,nan
NGC4234,1127387998.3614922,65469443.260110825,6348000.0,877700.0,0.49659232145108323,0.03315993622340067
NGC4235,1378586514.1359518,1403982032.5748043,1376000.0,535600.0,0.2089296130856579,0.14336130734771066
NGC4236,2882925781.684435,nan,1761000.0,196700.0,0.2103778439769033,0.06345808825432689
NGC4237,557508632.6891885,287091415.99168974,8659000.0,927400.0,nan,nan
NGC4239,nan,nan,126200.0,598900.0,nan,nan
NGC4244,1986288443.483905,39512595.8899895,2412000.0,410000.0,0.22387211385711123,0.022165837460499216
NGC4251,nan,nan,108300.0,1163000.0,nan,nan
NGC4252,521553063.2909959,10072913.969616676,917600.0,673300.0,0.28444611074516657,0.04650225757971485
NGC4254,6876946980.533888,1130010902.4887536,26280000.0,2481000.0,0.6223002851701426,0.030090886559981773
NGC4255,nan,nan,41360.0,887300.0,nan,nan
NGC4258,8451776709.706659,nan,32020000.0,11560000.0,0.5649369748131768,0.03642283278721943
NGC4259,nan,nan,5197000.0,7396000.0,nan,nan
NGC4260,nan,nan,9860000.0,3057000.0,nan,nan
NGC4261,nan,nan,nan,nan,nan,nan
NGC4262,476352141.3004755,4956265.469511699,nan,nan,nan,nan
NGC4266,nan,nan,nan,nan,nan,nan
NGC4267,nan,nan,226800.0,1100000.0,nan,nan
NGC4268,1779222329.7203038,nan,nan,nan,nan,nan
NGC4269,nan,nan,nan,nan,nan,nan
NGC4270,303617563.95637697,11734012.249724435,nan,nan,nan,nan
NGC4273,4989168503.917122,593345460.6576376,18720000.0,1950000.0,0.5636376558268252,0.07657159618528715
NGC4276,902282741.7729272,14321948.070390083,4666000.0,881500.0,0.4943106869875784,0.07284431482659993
NGC4281,nan,nan,1328000.0,580000.0,nan,nan
NGC4287,211984642.96304855,13489931.589967959,2529000.0,639100.0,nan,nan
NGC4289,7956346259.711407,63030163.64663685,22140000.0,4433000.0,nan,nan
NGC4292,nan,nan,169100.0,52410.0,nan,nan
NGC4294,1686485586.9620564,6227371.8650310105,3901000.0,510800.0,0.28379190284453015,0.027445110210101653
NGC4298,1197879190.153292,171563265.2663946,nan,nan,nan,nan
NGC4299,1775609676.7308893,10375057.816945245,2666000.0,488500.0,0.3191537855105092,0.021311483717792182
NGC4300,nan,nan,5879000.0,1801000.0,nan,nan
NGC4302,2454350368.35813,338045177.1714175,15830000.0,1756000.0,0.6053408747548644,0.11847715432323308
NGC4303A,928081226.2880287,3477587.5932978657,1309000.0,536100.0,0.24490632418478572,0.04060207088985911
NGC4305,nan,nan,5109000.0,6698000.0,nan,nan
NGC4306,nan,nan,nan,nan,nan,nan
NGC4307,997623496.992135,291283589.13678235,10200000.0,1165000.0,nan,nan
NGC4309,58746268.220216475,11749253.64404332,3747000.0,785700.0,nan,nan
NGC4312,445548009.92414266,165013670.27785805,957000.0,164200.0,0.5176068319513536,0.07985286294399281
NGC4313,307751737.3197515,86758494.4617514,2039000.0,398600.0,nan,nan
NGC4316,1887675726.1221864,243803216.7649509,12120000.0,1614000.0,nan,nan
NGC4321,8953948107.783283,2220013513.8885117,50560000.0,5485000.0,0.6266138646733281,0.0187568126701875
NGC4322,750706560.0,140757480.00000045,nan,nan,nan,nan
NGC4324,643324654.9314457,8474089.98634364,3010000.0,523500.0,nan,nan
NGC4328,nan,nan,418100.0,3162000.0,nan,nan
NGC4330,844813602.2272482,137301199.62328294,5686000.0,786800.0,0.4720630412642928,0.08369632977620871
NGC4339,nan,nan,nan,nan,nan,nan
NGC4340,nan,nan,nan,nan,nan,nan
NGC4341,nan,nan,241800.0,441900.0,nan,nan
NGC4342,nan,nan,nan,nan,nan,nan
NGC4343,625870302.1742375,11400188.298604611,7460000.0,909100.0,nan,nan
NGC4350,nan,nan,649100.0,367900.0,nan,nan
NGC4351,204534534.61621672,2937659.2278776555,882300.0,174200.0,0.42657951880221284,0.0628630810221361
NGC4352,nan,nan,nan,nan,nan,nan
NGC4353,277507173.98214716,15417064.264013102,1875000.0,598200.0,nan,nan
NGC4355,1111611769.8,258588263.31887797,5884000.0,880200.0,nan,nan
NGC4356,55042749.60102242,4786325.858453557,1852000.0,393300.0,nan,nan
NGC4359,1924084144.0396786,226093927.08662128,5484000.0,954400.0,0.31988951096957474,0.048613806078021626
NGC4365,nan,nan,nan,nan,nan,nan
NGC4370,168379363.31122637,nan,5011000.0,961800.0,nan,nan
NGC4371,nan,nan,733500.0,1351000.0,nan,nan
NGC4374,nan,nan,24780000.0,16830000.0,nan,nan
NGC4376,715306447.7855252,9289694.149556719,1985000.0,383400.0,0.28444611074516657,0.039952643836091956
NGC4377,nan,nan,nan,nan,nan,nan
NGC4378,6558337434.567627,66694954.39290104,44060000.0,6655000.0,nan,nan
NGC4379,nan,nan,121100.0,1005000.0,nan,nan
NGC4380,633776913.3702793,142206238.60236692,8813000.0,1133000.0,nan,nan
NGC4383,3050860454.600623,7326754.4303096915,nan,nan,nan,nan
NGC4385,1366631119.5869446,23836590.947181076,10260000.0,3268000.0,0.5090647318103664,nan
NGC4387,nan,nan,nan,nan,nan,nan
NGC4388,1145924532.5135088,289148703.592188,7245000.0,859300.0,0.47863009232335263,0.05069597971955425
NGC4390,1176107055.1452067,17795292.39399957,6594000.0,1030000.0,0.4084064760290134,nan
NGC4396,1206091695.429736,202086965.78347287,6411000.0,961100.0,0.35645113342674106,0.0238020129200768
NGC4402,1028449538.0169044,389017039.34885925,6974000.0,765200.0,0.54954087385847,0.02783802173103285
NGC4406,93364931.16955028,6414385.11923102,nan,nan,nan,nan
NGC4409,1012015041.8634559,91531831.87131122,3108000.0,323600.0,0.4613175745610621,0.03930224990187149
NGC4411A,1073065231.0546875,5994777.838211085,1949000.0,535200.0,0.4548070834057188,nan
NGC4412,1936667799.5144653,463617878.7750592,8171000.0,1124000.0,0.6576578373564717,0.059058212170941926
NGC4413,169277424.9752133,5892568.398928182,2403000.0,338100.0,0.5272298614236266,0.08012344688672046
NGC4415,nan,nan,nan,nan,nan,nan
NGC4416,2321426056.5457263,267677739.3514911,15330000.0,2323000.0,0.515228644582538,0.03321801830199093
NGC4417,nan,nan,113300.0,721100.0,nan,nan
NGC4419,2272630160.535594,789026073.2924849,5826000.0,639700.0,0.6194410750777591,0.0427894735638819
NGC4423,1893976044.3203351,285146499.5343738,3940000.0,1169000.0,0.23442288153228616,0.035085611110753076
NGC4424,34782000.362893924,6228489.603779245,88540.0,15760.0,0.5533501092165881,0.02293444282840277
NGC4425,nan,nan,nan,nan,nan,nan
NGC4429,50665859.11034954,nan,967200.0,411900.0,nan,nan
NGC4430,2779042269.0551558,484594101.18200386,19870000.0,2834000.0,0.5035006087886648,0.07999535673162993
NGC4434,nan,nan,nan,nan,nan,nan
NGC4435,nan,nan,842000.0,136500.0,nan,nan
NGC4436,nan,nan,260600.0,1504000.0,nan,nan
NGC4437,2963454746.379899,239027244.56894502,12910000.0,1452000.0,0.45420040799711514,nan
NGC4438,962184304.0495498,492023391.53449434,3209000.0,421800.0,nan,nan
NGC4440,nan,nan,nan,nan,nan,nan
NGC4442,nan,nan,524000.0,1947000.0,nan,nan
NGC4445,62143699.95995958,6137649.223508509,1598000.0,290400.0,nan,nan
NGC4449,1140752524.1681998,56828300.7487682,1735000.0,206900.0,0.2917427014005044,0.023511683833219957
NGC4450,1346120243.257214,381053445.95485586,8480000.0,1122000.0,nan,nan
NGC4451,880230196.695394,229677802.41721973,3988000.0,649900.0,0.4688133821459606,0.014033275166634055
NGC4452,nan,nan,nan,nan,nan,nan
NGC4454,858200607.0,278335332.0000015,nan,nan,nan,nan
NGC4457,108927495.91275826,2438675.390103837,1311000.0,258700.0,nan,nan
NGC4458,nan,nan,450300.0,2052000.0,nan,nan
NGC4459,nan,nan,nan,nan,nan,nan
NGC4460,98100045.55192387,13008919.084059503,647300.0,118400.0,nan,nan
NGC4461,nan,nan,34880.0,1638000.0,nan,nan
NGC4464,nan,nan,1447000.0,1263000.0,nan,nan
NGC4468,388179961.9105759,nan,416600.0,869200.0,nan,nan
NGC4469,23172879.012235444,3972493.5238136603,921600.0,262400.0,nan,nan
NGC4470,689781308.7048888,99457645.0585679,2372000.0,301000.0,0.4207266283850538,0.0222814538431432
NGC4472,nan,nan,17750000.0,16240000.0,nan,nan
NGC4473,nan,nan,160400.0,3753000.0,nan,nan
NGC4474,nan,nan,nan,nan,nan,nan
NGC4476,nan,nan,636100.0,152800.0,nan,nan
NGC4477,nan,nan,385000.0,405800.0,nan,nan
NGC4478,nan,nan,176800.0,1610000.0,nan,nan
NGC4479,nan,nan,60360.0,326100.0,nan,nan
NGC4480,4223056797.3530645,367369310.082482,19170000.0,2871000.0,0.4389818556445673,nan
NGC4482,nan,nan,2017000.0,1897000.0,nan,nan
NGC4483,nan,nan,nan,nan,nan,nan
NGC4486,74360816518.85756,nan,nan,nan,nan,nan
NGC4488,nan,nan,nan,nan,nan,nan
NGC4491,nan,nan,20690.0,7455.0,nan,nan
NGC4492,669547138.0544045,321483234.6262179,11730000.0,3472000.0,nan,nan
NGC4494,nan,nan,1044000.0,3263000.0,nan,nan
NGC4496A,2273527714.3186526,51545267.4097094,7677000.0,1255000.0,0.5649369748131768,0.055935064637514395
NGC4497,nan,nan,113400.0,883800.0,nan,nan
NGC4498,798367460.8738495,5904114.534378233,5551000.0,835500.0,0.4335108783881624,0.029945870586831895
NGC4501,3941273197.2017574,1030007524.0729983,21990000.0,2227000.0,0.7430191378979178,0.17621907344555973
NGC4502,689243749.220227,12531704.895050168,2636000.0,1157000.0,0.34972027401693545,nan
NGC4503,480550025.05900586,488656415.9705672,nan,nan,nan,nan
NGC4506,nan,nan,383500.0,165300.0,nan,nan
NGC4516,nan,nan,71820.0,639800.0,nan,nan
NGC4519,4112545163.2717824,59438275.16182147,6515000.0,892200.0,0.4623810213999459,0.033004821061935245
NGC4521,5608792387.898369,nan,1055000.0,1223000.0,nan,nan
NGC4522,791804701.3911433,186066558.29553258,2445000.0,335700.0,0.48417236758482474,0.07469482109473417
NGC4525,269430046.322527,78026719.0571398,1762000.0,343600.0,0.36684631423084013,nan
NGC4526,11115826.146200974,2223165.1464208458,4384000.0,577100.0,nan,nan
NGC4527,10291269774.776415,1490024707.499105,27010000.0,3247000.0,0.5807644175222162,0.08825912636167912
NGC4528,nan,nan,137800.0,363800.0,nan,nan
NGC4531,731057089.5852093,nan,2755000.0,651800.0,nan,nan
NGC4532,1270537079.240987,26629709.454731975,2675000.0,343100.0,0.23334580622839252,0.013969762948293184
NGC4533,664160958.7990791,6918343.320823766,1569000.0,1656000.0,0.32359365693006886,0.04917672742190042
NGC4535,6955528733.194432,1290023536.5394647,28330000.0,2815000.0,0.5714786366727548,0.028949320174886734
NGC4536,6369578129.54988,688061537.2437446,16430000.0,1618000.0,0.7352903054737262,nan
NGC4540,175158188.1028634,2642472.7526314324,nan,nan,nan,nan
NGC4546,154820628.00195554,nan,881300.0,587700.0,nan,nan
NGC4550,nan,nan,206800.0,631900.0,nan,nan
NGC4551,9284806.379708301,nan,nan,nan,nan,nan
NGC4552,nan,nan,1769000.0,8230000.0,nan,nan
NGC4559,5407520977.051223,89025769.31104468,6176000.0,948700.0,0.28444611074516657,0.03536791421555733
NGC4561,3658440309.044971,17332259.96627619,3746000.0,959000.0,0.2582260190637918,0.039242767219899
NGC4562,179763583.47365624,1734053.8796071755,3149000.0,1385000.0,nan,nan
NGC4564,nan,nan,nan,nan,nan,nan
NGC4565,15694665961.786139,312206038.82703924,47720000.0,8757000.0,0.5199959965343064,0.03472271587107051
NGC4567,5179728283.176174,30545997.03974089,nan,nan,nan,nan
NGC4568,2131859023.5436473,nan,nan,nan,nan,nan
NGC4569,4010920861.672816,1110007178.2884998,8143000.0,919200.0,nan,nan
NGC4570,nan,nan,1382000.0,2568000.0,nan,nan
NGC4571,1870366301.60166,280049877.0533437,12990000.0,3498000.0,nan,nan
NGC4578,nan,nan,284800.0,1163000.0,nan,nan
NGC4579,20210235925.144222,15100003550.040937,29000000.0,4606000.0,0.6714288529270288,0.03092044135512769
NGC4580,49242459.89728662,5094047.608300023,6199000.0,843800.0,nan,nan
NGC4584,18237734.35022715,2735660.050622794,674200.0,494800.0,0.48417236758482474,0.07469482109473614
NGC4586,191811180.90053162,350014821.6813187,2123000.0,297600.0,nan,nan
NGC4589,nan,nan,1145000.0,4883000.0,nan,nan
NGC4591,1577300095.1994815,40100851.90354373,14320000.0,2343000.0,0.5780960474066172,0.08785361251112823
NGC4592,5201948401.354636,291605130.14747566,4104000.0,883600.0,0.2636331385828794,0.0018211132047605838
NGC4594,231439250.61793548,27863265.68763712,nan,nan,nan,nan
NGC4595,571209734.5327716,81474863.96383253,2239000.0,348800.0,0.5188000389297482,0.06809113044543284
NGC4596,nan,nan,527800.0,120600.0,nan,nan
NGC4606,29277851.605347306,2594239.956244869,692800.0,206700.0,0.5727960309867184,0.07913469613659682
NGC4607,989348468.0207921,246114799.05100703,6860000.0,937200.0,nan,nan
NGC4608,nan,nan,1219000.0,3198000.0,nan,nan
NGC4612,nan,nan,nan,nan,nan,nan
NGC4618,906161387.5909348,26186546.350528445,1726000.0,294500.0,0.3828247433173646,0.025563109868572558
NGC4621,39903137.819213115,nan,16830000.0,7188000.0,nan,nan
NGC4624,nan,nan,nan,nan,nan,nan
NGC4625,537659199.9999999,nan,1071000.0,714700.0,0.5321082592676071,0.01592791909343607
NGC4627,897190107.6984111,nan,nan,nan,nan,nan
NGC4629,7486780793.313705,nan,1743000.0,691900.0,0.1452111617589331,0.08860567994668318
NGC4630,796289775.4010334,154071672.41053295,3529000.0,446000.0,0.4819477976258467,0.018865338845055247
NGC4631,13472005321.550434,419016457.0537107,18850000.0,2608000.0,0.30060763026322496,0.027686985931383953
NGC4633,657184433.7492371,4385406.249956413,2445000.0,875500.0,0.4207266283850538,0.060063049490214425
NGC4636,692032373.793533,nan,nan,nan,nan,nan
NGC4638,nan,nan,nan,nan,nan,nan
NGC4639,2881815470.7570553,13650705.403911129,10990000.0,1473000.0,0.5956621435299416,0.03566063207599035
NGC4643,64895334.771860525,3717961.9509279463,3486000.0,699300.0,nan,nan
NGC4647,555530331.9165603,7774597.346269618,nan,nan,nan,nan
NGC4649,nan,nan,nan,nan,nan,nan
NGC4651,8269914940.773857,120856606.02496779,24590000.0,3516000.0,0.5662392890391312,0.005215256584037943
NGC4654,25482995080.330868,9460001540.588156,16800000.0,1809000.0,0.5623413251912185,0.04272967883448708
NGC4656,2552565061.021496,1326378.8291466364,734700.0,107000.0,0.14321878992751036,0.015499352184020541
NGC4660,nan,nan,88220.0,971400.0,nan,nan
NGC4666,7023173652.447816,1182542499.1992826,24610000.0,2377000.0,0.5662392890391312,0.00782288487605923
NGC4668,679921522.7620368,69937789.10798325,2305000.0,661900.0,0.3326595532944605,0.03829884642290695
NGC4684,nan,nan,312400.0,246800.0,nan,nan
NGC4688,2296127227.6752477,4140525.507452048,3820000.0,2275000.0,0.3155004623378889,0.036323333070611044
NGC4689,873679767.2679057,530012097.904525,8949000.0,1130000.0,nan,nan
NGC4691,23806217.238356855,nan,316800.0,45250.0,0.5675446054094263,0.030056854204584656
NGC4696,nan,nan,3447000.0,4467000.0,nan,nan
NGC4697,nan,nan,nan,nan,nan,nan
NGC4698,3514552821.1287766,18706867.890955806,9812000.0,3532000.0,nan,nan
NGC4701,3345168256.9686694,34785012.93306925,4163000.0,582300.0,0.5272298614236266,0.07405348878924056
NGC4710,23398702.68148284,2785559.971511058,2459000.0,268000.0,0.6109420249065335,0.07315079196016025
NGC4713,2675320128.2244425,106121126.63470456,5546000.0,733000.0,0.41209751909792375,0.03985336338206938
NGC4720,nan,nan,1063000.0,221800.0,nan,nan
NGC4725,5587467467.812706,648058057.3120337,24410000.0,3379000.0,nan,nan
NGC4731,5382581291.567978,281543112.95839703,8170000.0,1641000.0,0.3930200078610267,nan
NGC4736,760456120.5458236,129224234.2454567,2755000.0,368300.0,0.7294575102557584,0.07726334749805198
NGC4746,4754258730.94817,275078884.29970616,18000000.0,1952000.0,0.510504999976179,0.0387908796938685
NGC4747,1019361734.7596741,3213399.7276890315,2468000.0,411800.0,0.3749730022460125,0.050941027469584364
NGC4753,281860124.32688504,nan,8054000.0,1651000.0,nan,nan
NGC4754,nan,nan,1841000.0,3127000.0,nan,nan
NGC4758,561290651.948104,4294496.353617077,3107000.0,584700.0,0.39627803425600583,0.03923594745744502
NGC4762,nan,nan,1068000.0,1739000.0,nan,nan
NGC4765,1107214324.497461,3938262.2887670654,1131000.0,183300.0,0.2546830252588305,0.032840042894389083
NGC4771,1246642075.4630275,139299003.02066484,7773000.0,865600.0,nan,nan
NGC4772,2517502749.667843,28306426.13501191,15830000.0,2683000.0,0.5584701947376919,0.015431101743419048
NGC4775,1141993735.0210643,109563224.1834646,2493000.0,340300.0,0.5649369748129596,0.14308970023544987
NGC4779,3146938366.5174203,35720071.095608205,19310000.0,2670000.0,0.615176872710839,0.08923931708952748
NGC4789A,260508078.58896935,269159.6395404477,105300.0,167000.0,0.3793149849740719,0.07249261748592134
NGC4791,345639636.22867054,31782954.17090692,1463000.0,1127000.0,nan,nan
NGC4793,5290785609.010729,167694481.05252087,21300000.0,2021000.0,0.5533501092165881,0.035675799955296725
NGC4795,2967443584.7668657,423920512.1095526,3128000.0,8976000.0,nan,nan
NGC4799,3379128448.5612197,59929970.91027488,16410000.0,2525000.0,nan,nan
NGC4808,5327938394.905381,99810164.94150653,9123000.0,1055000.0,0.5236004365865462,0.05184228607869853
NGC4826,1254843230.6454835,337001103.33342546,1733000.0,185600.0,nan,nan
NGC4845,1019808330.4064951,491131193.2041409,13040000.0,1234000.0,nan,nan
NGC4866,4989190215.384728,27576304.914382394,13220000.0,4838000.0,nan,nan
NGC4904,1190228427.0886283,100098796.86669856,4319000.0,518300.0,0.5176068319513536,0.04886518478662076
NGC4941,1032242013.7882841,217994725.0877559,10950000.0,1447000.0,0.6760829753930687,0.017124124388445645
NGC4945,8472829634.501383,2330142742.204693,20610000.0,2626000.0,0.615176872710839,0.014164970966593981
NGC4961,4683592499.422543,29050539.975790594,10210000.0,1665000.0,0.22750974307749053,0.0298600509465142
NGC4981,4731349512.352619,353737168.3646575,13020000.0,1411000.0,0.6382634861915638,0.011757247909660772
NGC5010,nan,nan,24090000.0,2642000.0,nan,nan
NGC5012,5050584906.991864,37870779.40486795,43070000.0,5960000.0,nan,nan
NGC5014,58917227.71082988,6821097.50092453,180900.0,30970.0,0.46989410860591374,0.06816418369500904
NGC5016,5891173017.09978,40551106.83317044,19270000.0,2930000.0,0.6950243175899204,0.04641022635559047
NGC5023,561096318.8978602,68491109.6926441,1053000.0,202400.0,0.2070141348793552,0.023833383050621063
NGC5033,14207213374.351559,1308889479.8936718,33580000.0,14060000.0,0.6067363295894577,0.046103046920404206
NGC5055,11513850396.95797,1389125725.464393,46940000.0,5376000.0,0.6622165037028233,0.08233973188711109
NGC5103,500879650.2678066,72985319.10280617,nan,nan,nan,nan
NGC5116,2567356173.1808023,41012078.55540271,15670000.0,2367000.0,0.6011737374842197,0.08997648960502548
NGC5117,2821723689.868537,18793592.276900597,5513000.0,1676000.0,0.37844258471762837,0.06709751156764258
NGC5119,nan,nan,nan,nan,nan,nan
NGC5122,1069704054.3056736,411424636.2714147,3549000.0,5311000.0,nan,nan
NGC5128,737402055.6377789,nan,8422000.0,2079000.0,0.7161434102140657,0.0461714719425506
NGC5145,17126401376.601114,nan,40270000.0,4696000.0,0.7079457843852869,0.03260210819548166
NGC5147,2261448609.2041016,119508318.00589879,7261000.0,893600.0,0.41686938347093827,0.04127472080856237
NGC5194,3577179933.9913645,nan,nan,nan,0.7550922276666757,0.020863969287138413
NGC5195,1648387699.151138,197458865.92237252,nan,nan,nan,nan
NGC5236,9173710232.223698,2252332082.23199,19530000.0,7679000.0,0.6295061828581933,0.004348474657790744
NGC5240,2078536269.7014697,51533954.32348151,12220000.0,2259000.0,nan,nan
NGC5248,4060737358.5357647,412030354.4960654,15750000.0,1489000.0,0.6546361740683203,0.013566199461705196
NGC5273,nan,nan,67190.0,119600.0,nan,nan
NGC5290,4197212273.43584,335879540.5131927,20860000.0,2811000.0,nan,nan
NGC5300,1449559895.8545806,112287751.52751087,8900000.0,1118000.0,0.5345643593977891,0.08246895498810893
NGC5301,3895074959.928123,332519773.3184096,15320000.0,1480000.0,0.5571857489327896,0.08852476436700257
NGC5334,8975332819.343998,1044152603.9163036,42380000.0,5970000.0,0.483058802040495,0.008898271972947016
NGC5338,31622068.10785217,2666921.4716660525,325800.0,276100.0,0.4456562483981586,0.04002029593230127
NGC5347,2493128148.903885,155488231.20605105,7939000.0,1173000.0,nan,nan
NGC5348,1043419092.4172782,5982907.545947621,3263000.0,758600.0,0.5067407618255965,nan
NGC5350,5402353714.186419,451701815.5674285,20640000.0,2880000.0,nan,nan
NGC5353,3825713129.4405813,1886196960.0000057,nan,nan,nan,nan
NGC5354,4245063038.9999995,494134322.00000215,nan,nan,nan,nan
NGC5355,5854367925.0,401442372.0000004,nan,nan,nan,nan
NGC5356,707959189.9487957,152264589.40799546,7393000.0,1119000.0,nan,nan
NGC5358,4376686133.303355,nan,2533000.0,5605000.0,nan,nan
NGC5360,75494065.37041186,6188038.092208964,2028000.0,3173000.0,0.37325015779624654,0.05414473570587401
NGC5363,1395577397.296061,119407688.77380599,52480000.0,10270000.0,nan,nan
NGC5364,3397009728.791497,49178847.206096835,20350000.0,3305000.0,nan,nan
NGC5398,374417185.6167008,12343799.45275157,596800.0,126900.0,0.22318773325624153,0.04499409410769786
NGC5408,412952540.6064448,2418294.560397545,71380.0,29960.0,0.11739177426619325,0.02748851220637477
NGC5426,18579128320.0,210675585.7735105,45180000.0,21890000.0,0.5081594425613291,0.0105307232157554
NGC5427,6408059391.249369,208115303.5244855,30150000.0,11690000.0,nan,nan
NGC5457,16641222527.776695,1239008262.3323555,40700000.0,5692000.0,0.4415704473539605,0.017284810002931875
NGC5474,970331180.855247,145272439.64804313,1788000.0,437900.0,0.29580124665554786,0.016346580984920325
NGC5477,140234607.30277264,10787277.484828692,45450.0,30090.0,0.11350108156734633,0.016203445704257132
NGC5480,1760338110.44,195378185.88400027,12000000.0,1631000.0,0.5382697825171117,0.01735176768126627
NGC5481,nan,nan,nan,nan,nan,nan
NGC5485,907814212.141512,nan,1050000.0,827100.0,nan,nan
NGC5486,3607921710.7894535,nan,6224000.0,1693000.0,0.3076096814744844,0.02620700627988978
NGC5496,7337185155.132461,228910538.50166962,6295000.0,1367000.0,0.27797132677629327,0.034562842199014496
NGC5506,324321286.168,60307677.18000001,3872000.0,883700.0,0.2877398414739468,0.13979709409374425
NGC5507,644151804.7999998,119390205.20000067,nan,nan,nan,nan
NGC5529,19035866338.47087,2986018249.171921,93660000.0,15080000.0,nan,nan
NGC5560,1135970958.6570678,172289625.80173394,3193000.0,543300.0,0.5623413251912185,0.07251097014337396
NGC5566,2027183662.7318454,330199761.0072196,15700000.0,1855000.0,nan,nan
NGC5569,638587642.8983846,4988965.960143654,3554000.0,3352000.0,0.40364539296818436,0.06041281120579657
NGC5574,112158837.7258237,nan,nan,nan,nan,nan
NGC5576,190859890.66942754,15028338.297629138,nan,nan,nan,nan
NGC5577,1110875801.8792396,102372735.48525861,6458000.0,908500.0,0.5069907082754718,0.03385428816769858
NGC5582,nan,nan,4752000.0,7834000.0,nan,nan
NGC5584,6610201195.728781,696176860.6283301,24050000.0,3342000.0,0.39810717055406686,0.004583378181661507
NGC5636,250449290.6994166,nan,3776000.0,1121000.0,0.5623413251912185,0.08675419642153785
NGC5638,108998783.93111575,nan,nan,nan,nan,nan
NGC5645,1124398385.1925201,5259113.405442465,3488000.0,505200.0,0.3169567463047791,0.04670847226659352
NGC5658,537429266.1486249,13877280.699473845,1763000.0,364900.0,0.31988951096957474,0.03167263123265025
NGC5667,3406726044.6530914,343313477.368142,8641000.0,3088000.0,0.3258367010024538,0.02325826864484529
NGC5668,6932431962.119598,86772004.83786981,26670000.0,4846000.0,0.40364539296818436,0.03345940312936471
NGC5669,1988935385.2371294,31103051.677597605,5139000.0,690600.0,0.3872576449221677,0.04636807137799524
