wave flux_norm flux_err cont_fit cont_err
1257.0023193359375 0.9908016920089722 0.1436482071876526 4.9629934663092835e-15 0.047035317986887024
1257.0123291015625 0.860586941242218 0.13598112761974335 4.963732079039289e-15 0.04615793652536161
1257.0223388671875 1.1462265253067017 0.15201187133789062 4.964470268252821e-15 0.045286011999830976
1257.0322265625 0.8699637055397034 0.13668157160282135 4.96519871658746e-15 0.044430374924860794
1257.042236328125 1.194357991218567 0.15422511100769043 4.965935635251571e-15 0.04359088644269079
1257.05224609375 1.0359151363372803 0.14658838510513306 4.966672130399209e-15 0.04277750274167568
1257.0621337890625 0.9298036098480225 0.14075686037540436 4.967398884667953e-15 0.04197004611244789
1257.0721435546875 1.1803855895996094 0.1536579430103302 4.968133685749696e-15 0.04117853427828698
1257.0821533203125 0.8563790917396545 0.13676150143146515 4.968868063314966e-15 0.04041234524041953
1257.092041015625 0.9164199829101562 0.1398155242204666 4.969593123517815e-15 0.03965248754332834
1257.10205078125 1.036592960357666 0.14608803391456604 4.970326230533664e-15 0.03890846096399824
1257.112060546875 0.6786690354347229 0.12547384202480316 4.971058914033039e-15 0.038188989059226706
1257.1219482421875 0.9424769282341003 0.1408456414937973 4.9717818566535205e-15 0.03747630599049595
1257.1319580078125 0.85720294713974 0.13635417819023132 4.972512846087001e-15 0.03677929531126901
1257.1419677734375 0.8835652470588684 0.1370626837015152 4.973243412004008e-15 0.03610621238274265
1257.15185546875 1.0360381603240967 0.14621597528457642 4.973964660558595e-15 0.03544040651462331
1257.161865234375 0.9395751953125 0.14082962274551392 4.974693955926181e-15 0.034790232297316044
1257.171875 1.1178947687149048 0.14997738599777222 4.9754224042608194e-15 0.034163302230235934
1257.1817626953125 0.9419585466384888 0.14023014903068542 4.976141535233038e-15 0.0335441940612159
1257.1917724609375 0.832551896572113 0.13392771780490875 4.976868713018256e-15 0.032940691725527896
1257.2017822265625 1.021117091178894 0.1450825035572052 4.977595043770527e-15 0.03235986507289102
1257.2117919921875 0.9141545295715332 0.13947580754756927 4.978320951006324e-15 0.031787342481692855
1257.2216796875 0.9358431100845337 0.1408909112215042 4.979037117363227e-15 0.031230447082475948
1257.231689453125 0.8306106925010681 0.1346825808286667 4.9797613305331296e-15 0.030689136819492736
1257.24169921875 0.8667997717857361 0.13673807680606842 4.9804851201865584e-15 0.030169734740544938
1257.2515869140625 0.9026148319244385 0.13861218094825745 4.981199168961094e-15 0.029659407455950863
1257.2615966796875 1.09510338306427 0.14828312397003174 4.981921264548628e-15 0.029164642697022305
1257.2716064453125 0.768948495388031 0.13128726184368134 4.982642513103215e-15 0.028691226774582967
1257.281494140625 0.8073181509971619 0.13295595347881317 4.983354444295382e-15 0.028227436422539602
1257.29150390625 1.1897857189178467 0.1532699018716812 4.9840744223005485e-15 0.02777921003149256
1257.301513671875 1.0246295928955078 0.1442016363143921 4.984793553272767e-15 0.027351672765379385
1257.3114013671875 0.9372410178184509 0.14023743569850922 4.9855033668825665e-15 0.026934306446267302
1257.3214111328125 0.9385080933570862 0.14038215577602386 4.9862212273053645e-15 0.02653241878576319
1257.3314208984375 1.035158634185791 0.14498186111450195 4.986937817178742e-15 0.026150601130110522
1257.34130859375 0.780086100101471 0.13161835074424744 4.987645089689699e-15 0.025779355595624023
1257.351318359375 0.9986805319786072 0.14349113404750824 4.988360409013655e-15 0.025423477042538195
1257.361328125 1.0927848815917969 0.14845506846904755 4.989075304821138e-15 0.025086944035266148
1257.3712158203125 1.0315083265304565 0.1456335037946701 4.9897800362332535e-15 0.024761357458345373
1257.3812255859375 1.2016278505325317 0.15382714569568634 4.9904932379748416e-15 0.024450895769610324
1257.3912353515625 0.9140155911445618 0.1389598399400711 4.991205169167009e-15 0.02415895068407124
1257.4012451171875 1.0425156354904175 0.14575883746147156 4.9919166768427024e-15 0.023878204200512
1257.4111328125 0.9966225624084473 0.143702894449234 4.992618443639503e-15 0.0236122231977206
1257.421142578125 0.8770015239715576 0.13682329654693604 4.993327833732828e-15 0.023363842230088992
1257.43115234375 1.021264672279358 0.14451287686824799 4.99403680030968e-15 0.02312675887967524
1257.4410400390625 0.8780437111854553 0.13680966198444366 4.994736026007638e-15 0.022903956237948428
1257.4510498046875 1.031121015548706 0.1455872654914856 4.995443298518596e-15 0.02269524190724158
1257.4610595703125 1.0070750713348389 0.1443370282649994 4.996149723996606e-15 0.02250268935696452
1257.470947265625 1.0567961931228638 0.14661522209644318 4.9968464085957225e-15 0.02232132210681162
1257.48095703125 0.9815443754196167 0.14264512062072754 4.997551140007838e-15 0.022153359679981603
1257.490966796875 0.8875243067741394 0.13778290152549744 4.998254600870533e-15 0.02200035588949959
1257.5008544921875 1.210835576057434 0.15412835776805878 4.998949167887281e-15 0.021858257817044723
1257.5108642578125 1.220007061958313 0.1549070179462433 4.9996509346840814e-15 0.021728751879073048
1257.5208740234375 1.0222123861312866 0.14379356801509857 5.000352277964408e-15 0.02161288345860778
1257.53076171875 1.0999430418014526 0.1488347202539444 5.001043880365841e-15 0.021507485676724156
1257.540771484375 1.0088022947311401 0.14361578226089478 5.0017431060637996e-15 0.021413737730601783
1257.55078125 1.230989933013916 0.15535834431648254 5.002441484728811e-15 0.021332239416020835
1257.5606689453125 0.9942910075187683 0.14321550726890564 5.003130546031402e-15 0.021260631936986595
1257.5706787109375 0.875905454158783 0.13667206466197968 5.003826807114045e-15 0.02119964352012485
1257.5806884765625 1.0431106090545654 0.1454520970582962 5.0045226446802146e-15 0.021149465761218088
