wave flux_norm flux_err cont_fit cont_err
1251.31396484375 0.6203691959381104 0.42707937955856323 1.432881167640369e-15 0.3095324062897257
1251.3262939453125 1.0516952276229858 0.5003796219825745 1.431564137286507e-15 0.30688563564458626
1251.3385009765625 0.6215543150901794 0.42690443992614746 1.4302713532507601e-15 0.3042088250923076
1251.3507080078125 0.7299892902374268 0.4479791820049286 1.4289897924015644e-15 0.30155504193934335
1251.3629150390625 0.5150412321090698 0.40417057275772095 1.4277191371015645e-15 0.29889815733894004
1251.375244140625 0.8401641249656677 0.4672676920890808 1.4264471053730254e-15 0.2962117182207493
1251.387451171875 1.597364902496338 0.576539933681488 1.425198684687891e-15 0.2935491820528302
1251.399658203125 1.3817459344863892 0.5492308735847473 1.4239612754310708e-15 0.29088415944750085
1251.4119873046875 0.4076232612133026 0.38233259320259094 1.4227225956248298e-15 0.28821690601116795
1251.4241943359375 1.1677197217941284 0.5191669464111328 1.4215071033455199e-15 0.2855208839070592
1251.4364013671875 1.1684670448303223 0.5203457474708557 1.4203025166154059e-15 0.2828497758660376
1251.4486083984375 0.7346689105033875 0.4454256296157837 1.4191087295553693e-15 0.2801770676552026
1251.4609375 1.0615355968475342 0.504669189453125 1.4179139895832671e-15 0.2774763254169618
1251.47314453125 1.0634299516677856 0.5053924322128296 1.416741907742504e-15 0.27480126598835886
1251.4853515625 1.171976089477539 0.5212336778640747 1.4155805196927e-15 0.27212539329747204
1251.4976806640625 0.8480552434921265 0.47213342785835266 1.414418390489067e-15 0.2694489359502738
1251.5098876953125 0.6308780312538147 0.42949214577674866 1.4132784959002996e-15 0.26674527499211426
1251.5220947265625 0.8513521552085876 0.4728076457977295 1.4121491892233728e-15 0.264068383184297
1251.534423828125 1.3982763290405273 0.5547363758087158 1.411019353150854e-15 0.2613916671579078
1251.546630859375 1.4003454446792603 0.5524206161499023 1.409911328176727e-15 0.2586885856527666
1251.558837890625 1.5094633102416992 0.5705128908157349 1.4088137852353222e-15 0.2560129126348868
1251.571044921875 0.9610734581947327 0.4919441044330597 1.4077267243266397e-15 0.25333825487742834
1251.5833740234375 1.0714958906173706 0.5091485977172852 1.4066394516597204e-15 0.25063814242451216
1251.5955810546875 1.182374119758606 0.5254059433937073 1.4055734606956008e-15 0.24796611388933926
1251.6077880859375 0.7442458868026733 0.4562240540981293 1.4045177400059668e-15 0.24529597153377197
1251.6201171875 1.1845208406448364 0.5263106226921082 1.4034620193163327e-15 0.2426276999175696
1251.63232421875 1.184952974319458 0.5273630619049072 1.4024271568130247e-15 0.23993520522971415
1251.64453125 1.7361361980438232 0.6006137132644653 1.4014024587050838e-15 0.23727183890083767
1251.65673828125 0.4079763889312744 0.3147415220737457 1.4003880308716284e-15 0.2346113591205325
1251.6690673828125 1.4290533065795898 0.4557417929172516 1.3993739206755282e-15 0.23192743459402634
1251.6812744140625 0.6796129941940308 0.3117409944534302 1.3983800333910437e-15 0.22927353357860106
1251.6934814453125 0.625573456287384 0.3050245940685272 1.3973962046228078e-15 0.22662327813030203
1251.705810546875 0.9531000852584839 0.3450998067855835 1.396412905250164e-15 0.22397701545267343
1251.718017578125 0.6259482502937317 0.3048199713230133 1.3954494052726622e-15 0.2213085753578517
1251.730224609375 1.4452625513076782 0.3959125876426697 1.394495963811409e-15 0.21867113115827916
1251.742431640625 1.3385202884674072 0.38672396540641785 1.3935524749872862e-15 0.21603854341019044
1251.7547607421875 0.8465211987495422 0.33403894305229187 1.3926097273169922e-15 0.21338479929846574
1251.7669677734375 1.2850737571716309 0.3814975917339325 1.3916862496462482e-15 0.21076271048079373
1251.7791748046875 0.738735556602478 0.3197652995586395 1.390772618733516e-15 0.20814637475418518
1251.79150390625 0.5196235775947571 0.2913108766078949 1.3898599407328495e-15 0.20550997272295685
1251.8037109375 0.46578341722488403 0.282060444355011 1.3889662150943778e-15 0.2029060030391522
1251.81591796875 0.7936918139457703 0.3266592025756836 1.3880821244556811e-15 0.20030859944742496
1251.8282470703125 0.6901789903640747 0.31518834829330444 1.387199198487287e-15 0.197718081502291
1251.8404541015625 0.738953173160553 0.3211791515350342 1.386334801364614e-15 0.19510894588609132
1251.8526611328125 0.4083726704120636 0.2734708786010742 1.385480039241716e-15 0.19253318136364655
1251.8648681640625 0.8568914532661438 0.3337238132953644 1.3846350179977113e-15 0.18996518225363096
1251.877197265625 1.0213956832885742 0.361396849155426 1.3837911614240092e-15 0.18737970596465042
1251.889404296875 0.6052998304367065 0.30789801478385925 1.3829654101795547e-15 0.184828223361786
1251.901611328125 0.5195874571800232 0.29058995842933655 1.3821491880557568e-15 0.18228541791700442
1251.9139404296875 0.5864890813827515 0.3029550611972809 1.3813344482396166e-15 0.17975167844699982
1251.9261474609375 0.4459778070449829 0.28633224964141846 1.3805372843571318e-15 0.17720192561672135
1251.9383544921875 0.9998885989189148 0.3546115458011627 1.3797495437161853e-15 0.1746871228491132
1251.9505615234375 0.9568884372711182 0.3549872040748596 1.378971226316777e-15 0.17218216011297266
1251.962890625 1.3623912334442139 0.39825040102005005 1.3781946029832633e-15 0.16966254689822455
1251.97509765625 0.9255964159965515 0.3530200123786926 1.3774351320669314e-15 0.16717838648566757
1251.9873046875 0.9485717415809631 0.35262325406074524 1.3766848726339009e-15 0.16470505720200385
1251.9996337890625 0.9019712209701538 0.3489232063293457 1.3759366249041201e-15 0.16224283720369903
1252.0118408203125 0.7672597765922546 0.3269953727722168 1.3752050001959292e-15 0.15976751165622782
1252.0240478515625 1.3789546489715576 0.40635237097740173 1.3744825869710397e-15 0.1573285267299287
